Loading norms and the citation graph...
  960 eligible norms (deontic in {'COMPETENCE', 'OBLIGATION', 'PROHIBITION'}, addressee_type known)
  embedding 960 norms for semantic candidate matching (model: text-embedding-3-small, top-8)...
  5649 semantic-similarity index pair(s) found
  3023 candidate pair(s) after addressee_type gate + (graph adjacency OR trigger-keyword match OR semantic similarity)
  1 resolved deterministically (no AI needed), 3022 need AI adjudication (duty_conflict/deontic_polarity_conflict)
  BWBR0040940 art.19 <-> BWBR0051796 art.7 -- competence_competition [High]
  [1797/3022] BWBR0048156 art.18 <-> 32022R2554 art.14 -- NOT_A_CONFLICT
  [1798/3022] BWBR0048156 art.18 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [1799/3022] BWBR0048156 art.18 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [1800/3022] BWBR0048156 art.18 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [1801/3022] BWBR0048156 art.18 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [1802/3022] BWBR0048156 art.18 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1803/3022] BWBR0048156 art.18 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [1804/3022] BWBR0048156 art.18 <-> 32024R1689 art.29 -- NOT_A_CONFLICT
  [1805/3022] BWBR0048156 art.18 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1806/3022] BWBR0048156 art.18 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1807/3022] BWBR0048156 art.18 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [1808/3022] BWBR0048156 art.18 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1809/3022] BWBR0048156 art.18 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1810/3022] BWBR0048156 art.18 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1811/3022] BWBR0048156 art.18 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1812/3022] BWBR0048156 art.18 <-> BWBR0049497 art.5 -- NOT_A_CONFLICT
  [1813/3022] BWBR0048156 art.19 <-> BWBR0048156 art.24 -- NOT_A_CONFLICT
  [1814/3022] BWBR0048156 art.19 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [1815/3022] BWBR0048156 art.19 <-> BWBR0048156 art.25 -- NOT_A_CONFLICT
  [1816/3022] BWBR0048156 art.19 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [1817/3022] BWBR0048156 art.19 <-> 32016R0679 art.28 -- NOT_A_CONFLICT
  [1818/3022] BWBR0048156 art.19 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1819/3022] BWBR0048156 art.19 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [1820/3022] BWBR0048156 art.19 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [1821/3022] BWBR0048156 art.19 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [1822/3022] BWBR0048156 art.19 <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [1823/3022] BWBR0048156 art.19 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [1824/3022] BWBR0048156 art.19 <-> 32016R0679 art.83 -- NOT_A_CONFLICT
  [1825/3022] BWBR0048156 art.19 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [1826/3022] BWBR0048156 art.19 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [1827/3022] BWBR0048156 art.19 <-> 32016R0679 art.82 -- NOT_A_CONFLICT
  [1828/3022] BWBR0048156 art.19 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [1829/3022] BWBR0048156 art.19 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1830/3022] BWBR0048156 art.19 <-> 32022R2554 art.6 -- NOT_A_CONFLICT
  [1831/3022] BWBR0048156 art.19 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [1832/3022] BWBR0048156 art.19 <-> 32022R2554 art.11 -- NOT_A_CONFLICT
  [1833/3022] BWBR0048156 art.19 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [1834/3022] BWBR0048156 art.19 <-> 32022R2554 art.14 -- NOT_A_CONFLICT
  [1835/3022] BWBR0048156 art.19 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [1836/3022] BWBR0048156 art.19 <-> 32022R2554 art.13 -- NOT_A_CONFLICT
  [1837/3022] BWBR0048156 art.19 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [1838/3022] BWBR0048156 art.19 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [1839/3022] BWBR0048156 art.19 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1840/3022] BWBR0048156 art.19 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [1841/3022] BWBR0048156 art.19 <-> 32024R1689 art.29 -- NOT_A_CONFLICT
  [1842/3022] BWBR0048156 art.19 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1843/3022] BWBR0048156 art.19 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [1844/3022] BWBR0048156 art.19 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1845/3022] BWBR0048156 art.19 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1846/3022] BWBR0048156 art.19 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1847/3022] BWBR0048156 art.19 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1848/3022] BWBR0048156 art.19 <-> BWBR0048156 art.22 -- NOT_A_CONFLICT
  [1849/3022] BWBR0048156 art.19 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1850/3022] BWBR0048156 art.19 <-> BWBR0049497 art.5 -- NOT_A_CONFLICT
  [1851/3022] BWBR0048156 art.19 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [1852/3022] BWBR0048156 art.19 <-> 32016R0679 art.41 -- NOT_A_CONFLICT
  [1853/3022] BWBR0048156 art.19 <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [1854/3022] BWBR0048156 art.19 <-> 32016R0679 art.56 -- NOT_A_CONFLICT
  [1855/3022] BWBR0048156 art.19 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1856/3022] BWBR0048156 art.19 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1857/3022] BWBR0048156 art.19 <-> 32016R0679 art.83 -- NOT_A_CONFLICT
  [1858/3022] BWBR0048156 art.19 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1859/3022] BWBR0048156 art.19 <-> 32016R0679 art.58 -- NOT_A_CONFLICT
  [1860/3022] BWBR0048156 art.19 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1861/3022] BWBR0048156 art.19 <-> 32022L2555 art.31 -- NOT_A_CONFLICT
  [1862/3022] BWBR0048156 art.19 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1863/3022] BWBR0048156 art.19 <-> 32022L2555 art.35 -- NOT_A_CONFLICT
  [1864/3022] BWBR0048156 art.19 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1865/3022] BWBR0048156 art.19 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1866/3022] BWBR0048156 art.19 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [1867/3022] BWBR0048156 art.19 <-> 32024R1689 art.30 -- NOT_A_CONFLICT
  [1868/3022] BWBR0048156 art.19 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1869/3022] BWBR0048156 art.19 <-> 32024R1689 art.37 -- NOT_A_CONFLICT
  [1870/3022] BWBR0048156 art.19 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1871/3022] BWBR0048156 art.22 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [1872/3022] BWBR0048156 art.22c <-> BWBR0051796 art.8 -- NOT_A_CONFLICT
  [1873/3022] BWBR0048156 art.22c <-> BWBR0051796 art.5 -- NOT_A_CONFLICT
  [1874/3022] BWBR0048156 art.22 <-> BWBR0009950 art.11.7a -- NOT_A_CONFLICT
  [1875/3022] BWBR0048156 art.22 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1876/3022] BWBR0048156 art.19 <-> 32024R1689 art.76 -- NOT_A_CONFLICT
  [1877/3022] BWBR0048156 art.22c <-> 32016R0679 art.49 (duty_conflict) -- INSUFFICIENT_EVIDENCE [Low]
  [1878/3022] BWBR0009950 art.11.2 <-> BWBR0009950 art.11.3 -- NOT_A_CONFLICT
  [1879/3022] BWBR0009950 art.11.2 <-> BWBR0009950 art.11.3 -- NOT_A_CONFLICT
  [1880/3022] BWBR0048156 art.24 <-> BWBR0048156 art.25 -- NOT_A_CONFLICT
  [1881/3022] BWBR0009950 art.11.2a <-> BWBR0009950 art.11.2a -- NOT_A_CONFLICT
  [1882/3022] BWBR0009950 art.11.2a <-> BWBR0009950 art.11.2a -- NOT_A_CONFLICT
  [1883/3022] BWBR0009950 art.11.2a <-> 32016R0679 art.13 -- NOT_A_CONFLICT
  [1884/3022] BWBR0009950 art.11.3 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [1885/3022] BWBR0009950 art.11.3 <-> BWBR0009950 art.11.3 -- NOT_A_CONFLICT
  [1886/3022] BWBR0009950 art.11.3 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [1887/3022] BWBR0009950 art.11.3 <-> 32016R0679 art.22 -- NOT_A_CONFLICT
  [1888/3022] BWBR0009950 art.11.3 <-> 32016R0679 art.24 -- NOT_A_CONFLICT
  [1889/3022] BWBR0009950 art.11.2a <-> BWBR0009950 art.11.2a -- NOT_A_CONFLICT
  [1890/3022] BWBR0009950 art.11.3 <-> 32016R0679 art.32 -- NOT_A_CONFLICT
  [1891/3022] BWBR0009950 art.11.3 <-> 32016R0679 art.25 -- NOT_A_CONFLICT
  [1892/3022] BWBR0009950 art.11.3 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [1893/3022] BWBR0009950 art.11.3 <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [1894/3022] BWBR0009950 art.11.3 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [1895/3022] BWBR0009950 art.11.3 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [1896/3022] BWBR0009950 art.11.3a <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [1897/3022] BWBR0009950 art.11.3a <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [1898/3022] BWBR0009950 art.11.3a <-> 32016R0679 art.28 -- NOT_A_CONFLICT
  [1899/3022] BWBR0009950 art.11.3a <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [1900/3022] BWBR0009950 art.11.3a <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [1901/3022] BWBR0009950 art.11.3 <-> 32016R0679 art.32 -- NOT_A_CONFLICT
  [1902/3022] BWBR0009950 art.11.3a <-> 32016R0679 art.82 -- NOT_A_CONFLICT
  [1903/3022] BWBR0009950 art.11.3a <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [1904/3022] BWBR0009950 art.11.3a <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [1905/3022] BWBR0009950 art.11.3a <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [1906/3022] BWBR0009950 art.11.3a <-> 32016R0679 art.83 -- NOT_A_CONFLICT
  [1907/3022] BWBR0009950 art.11.3a <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1908/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.6 -- NOT_A_CONFLICT
  [1909/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [1910/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.11 -- NOT_A_CONFLICT
  [1911/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.13 -- NOT_A_CONFLICT
  [1912/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.14 -- NOT_A_CONFLICT
  [1913/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [1914/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [1915/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [1916/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [1917/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [1918/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1919/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1920/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [1921/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [1922/3022] BWBR0009950 art.11.3a <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1923/3022] BWBR0009950 art.11.3a <-> 32024R1689 art.29 -- NOT_A_CONFLICT
  [1924/3022] BWBR0009950 art.11.3a <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1925/3022] BWBR0009950 art.11.3a <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1926/3022] BWBR0009950 art.11.3a <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1927/3022] BWBR0009950 art.11.3a <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1928/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.55 -- NOT_A_CONFLICT
  [1929/3022] BWBR0009950 art.11.3a <-> BWBR0049497 art.5 -- NOT_A_CONFLICT
  [1930/3022] BWBR0009950 art.11.3a <-> 32016R0679 art.28 -- NOT_A_CONFLICT
  [1931/3022] BWBR0009950 art.11.3a <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [1932/3022] BWBR0009950 art.11.3a <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [1933/3022] BWBR0009950 art.11.3a <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [1934/3022] BWBR0009950 art.11.3a <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [1935/3022] BWBR0009950 art.11.3a <-> 32016R0679 art.82 -- NOT_A_CONFLICT
  [1936/3022] BWBR0009950 art.11.3a <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [1937/3022] BWBR0009950 art.11.3a <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [1938/3022] BWBR0009950 art.11.3a <-> 32016R0679 art.83 -- NOT_A_CONFLICT
  [1939/3022] BWBR0009950 art.11.3a <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [1940/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.6 -- NOT_A_CONFLICT
  [1941/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [1942/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.11 -- NOT_A_CONFLICT
  [1943/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.13 -- NOT_A_CONFLICT
  [1944/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.14 -- NOT_A_CONFLICT
  [1945/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [1946/3022] BWBR0009950 art.11.3a <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1947/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [1948/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [1949/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [1950/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [1951/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1952/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1953/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [1954/3022] BWBR0009950 art.11.3a <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [1955/3022] BWBR0009950 art.11.3a <-> 32024R1689 art.29 -- NOT_A_CONFLICT
  [1956/3022] BWBR0009950 art.11.3a <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1957/3022] BWBR0009950 art.11.3a <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1958/3022] BWBR0009950 art.11.3a <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1959/3022] BWBR0009950 art.11.3a <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1960/3022] BWBR0009950 art.11.3a <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1961/3022] BWBR0009950 art.11.3a <-> BWBR0049497 art.5 -- NOT_A_CONFLICT
  [1962/3022] BWBR0009950 art.11.4 <-> BWBR0051796 art.2 -- NOT_A_CONFLICT
  [1963/3022] BWBR0009950 art.11.4 <-> BWBR0051796 art.7 -- NOT_A_CONFLICT
  [1964/3022] BWBR0009950 art.11.5 <-> 32016R0679 art.13 -- NOT_A_CONFLICT
  [1965/3022] BWBR0009950 art.11.5 <-> 32016R0679 art.13 -- NOT_A_CONFLICT
  [1966/3022] BWBR0009950 art.11.5 <-> 32016R0679 art.14 -- NOT_A_CONFLICT
  [1967/3022] BWBR0009950 art.11.5a <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1968/3022] BWBR0009950 art.11.5a <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1969/3022] BWBR0009950 art.11.5 <-> BWBR0009950 art.11.5a -- NOT_A_CONFLICT
  [1970/3022] BWBR0009950 art.11.5b <-> 32016R0679 art.9 -- NOT_A_CONFLICT
  [1971/3022] BWBR0009950 art.11.5b <-> 32016R0679 art.27 -- NOT_A_CONFLICT
  [1972/3022] BWBR0009950 art.11.5b <-> 32016R0679 art.25 -- NOT_A_CONFLICT
  [1973/3022] BWBR0009950 art.11.5b <-> 32016R0679 art.44 -- NOT_A_CONFLICT
  [1974/3022] BWBR0009950 art.11.7 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1975/3022] BWBR0009950 art.11.5b <-> 32016R0679 art.29 -- NOT_A_CONFLICT
  [1976/3022] BWBR0009950 art.11.7 <-> BWBR0009950 art.11.9 -- NOT_A_CONFLICT
  [1977/3022] BWBR0009950 art.11.7 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1978/3022] BWBR0009950 art.11.7 <-> BWBR0009950 art.11.7 -- NOT_A_CONFLICT
  [1979/3022] BWBR0009950 art.11.7 <-> BWBR0009950 art.11.9 -- NOT_A_CONFLICT
  [1980/3022] BWBR0009950 art.11.7 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1981/3022] BWBR0009950 art.11.7 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1982/3022] BWBR0009950 art.11.7 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1983/3022] BWBR0009950 art.11.7 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1984/3022] BWBR0009950 art.11.7 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1985/3022] BWBR0009950 art.11.7 <-> BWBR0009950 art.11.9 -- NOT_A_CONFLICT
  [1986/3022] BWBR0009950 art.11.7 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1987/3022] BWBR0009950 art.11.7 <-> 32022R2554 art.54 -- NOT_A_CONFLICT
  [1988/3022] BWBR0009950 art.11.8a <-> 32024R1689 art.76 -- NOT_A_CONFLICT
  [1989/3022] BWBR0009950 art.11.8a <-> BWBR0051796 art.7 -- NOT_A_CONFLICT
  [1990/3022] BWBR0009950 art.11.8a <-> 32024R1689 art.80 -- NOT_A_CONFLICT
  [1991/3022] BWBR0009950 art.11.8a <-> 32024R1689 art.79 -- NOT_A_CONFLICT
  [1992/3022] BWBR0009950 art.11.8a <-> 32024R1689 art.36 -- NOT_A_CONFLICT
  [1993/3022] BWBR0009950 art.11.8a <-> 32024R1689 art.79 -- NOT_A_CONFLICT
  [1994/3022] BWBR0009950 art.11.9 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1995/3022] BWBR0009950 art.11.9 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1996/3022] BWBR0009950 art.11.9 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1997/3022] BWBR0009950 art.11.9 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1998/3022] BWBR0009950 art.11.10 <-> BWBR0009950 art.11.10 (duty_conflict) -- CONTRADICTION [Medium]
  [1999/3022] BWBR0009950 art.11.9 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [2000/3022] BWBR0009950 art.11.10 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [2001/3022] BWBR0009950 art.11.10 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [2002/3022] BWBR0009950 art.11.10 <-> 32022R2554 art.54 -- NOT_A_CONFLICT
  [2003/3022] BWBR0009950 art.11.10 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [2004/3022] BWBR0009950 art.11.10 <-> 32022R2554 art.54 -- NOT_A_CONFLICT
  [2005/3022] BWBR0009950 art.11.11 <-> 32016R0679 art.61 -- NOT_A_CONFLICT
  [2006/3022] BWBR0009950 art.11.11 <-> 32024R1689 art.89 -- NOT_A_CONFLICT
  [2007/3022] BWBR0009950 art.11.10 <-> BWBR0051796 art.7 -- NOT_A_CONFLICT
  [2008/3022] BWBR0009950 art.11.11 <-> 32024R1689 art.71 -- NOT_A_CONFLICT
  [2009/3022] BWBR0009950 art.11.11 <-> 32024R1689 art.34 -- NOT_A_CONFLICT
  [2010/3022] BWBR0009950 art.11.11 <-> 32022R2554 art.50 -- NOT_A_CONFLICT
  [2011/3022] BWBR0009950 art.11.11 <-> BWBR0051796 art.8 -- NOT_A_CONFLICT
  [2012/3022] BWBR0009950 art.11.11 <-> BWBR0051796 art.7 -- NOT_A_CONFLICT
  [2013/3022] BWBR0009950 art.11.11 <-> 32016R0679 art.58 -- NOT_A_CONFLICT
  [2014/3022] BWBR0009950 art.11a.1 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [2015/3022] BWBR0009950 art.11a.1 <-> 32016R0679 art.32 -- NOT_A_CONFLICT
  [2016/3022] BWBR0009950 art.11a.1 <-> 32016R0679 art.28 -- NOT_A_CONFLICT
  [2017/3022] BWBR0009950 art.11a.1 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [2018/3022] BWBR0009950 art.11a.1 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [2019/3022] BWBR0009950 art.11a.1 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [2020/3022] BWBR0009950 art.11a.1 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [2021/3022] BWBR0009950 art.11a.1 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [2022/3022] BWBR0009950 art.11a.1 <-> 32016R0679 art.83 -- NOT_A_CONFLICT
  [2023/3022] BWBR0009950 art.11a.1 <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [2024/3022] BWBR0009950 art.11a.1 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [2025/3022] BWBR0009950 art.11a.1 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [2026/3022] BWBR0009950 art.11a.1 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2027/3022] BWBR0009950 art.11a.1 <-> 32016R0679 art.82 -- NOT_A_CONFLICT
  [2028/3022] BWBR0009950 art.11a.1 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [2029/3022] BWBR0009950 art.11a.1 <-> 32022R2554 art.6 -- NOT_A_CONFLICT
  [2030/3022] BWBR0009950 art.11a.1 <-> 32022R2554 art.11 -- NOT_A_CONFLICT
  [2031/3022] BWBR0009950 art.11a.1 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [2032/3022] BWBR0009950 art.11a.1 <-> 32022R2554 art.13 -- NOT_A_CONFLICT
  [2033/3022] BWBR0009950 art.11a.1 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [2034/3022] BWBR0009950 art.11a.1 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [2035/3022] BWBR0009950 art.11a.1 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [2036/3022] BWBR0009950 art.11a.1 <-> 32022R2554 art.14 -- NOT_A_CONFLICT
  [2037/3022] BWBR0009950 art.11a.1 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2038/3022] BWBR0009950 art.11a.1 <-> 32024R1689 art.29 -- NOT_A_CONFLICT
  [2039/3022] BWBR0009950 art.11a.1 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2040/3022] BWBR0009950 art.11a.1 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [2041/3022] BWBR0009950 art.11a.1 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [2042/3022] BWBR0009950 art.11a.1 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2043/3022] BWBR0009950 art.11a.1 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2044/3022] BWBR0009950 art.11a.1 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [2045/3022] BWBR0009950 art.11a.1 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2046/3022] BWBR0009950 art.11a.1 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2047/3022] BWBR0009950 art.11a.1 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [2048/3022] BWBR0009950 art.11a.1 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [2049/3022] BWBR0009950 art.11a.1 <-> BWBR0049497 art.5 -- NOT_A_CONFLICT
  [2050/3022] BWBR0009950 art.11a.3 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [2051/3022] BWBR0009950 art.11a.3 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [2052/3022] BWBR0009950 art.11a.3 <-> 32022R2554 art.40 -- NOT_A_CONFLICT
  [2053/3022] BWBR0009950 art.11a.1 <-> 32022R2554 art.37 -- NOT_A_CONFLICT
  [2054/3022] BWBR0009950 art.11a.1 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [2055/3022] BWBR0009950 art.11a.3 <-> 32024R1689 art.76 -- NOT_A_CONFLICT
  [2056/3022] BWBR0009950 art.11a.3 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [2057/3022] BWBR0009950 art.11a.3 <-> 32022R2554 art.31 -- NOT_A_CONFLICT
  [2058/3022] BWBR0009950 art.11a.1 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2059/3022] BWBR0009950 art.11a.3 <-> 32024R1689 art.76 -- NOT_A_CONFLICT
  [2060/3022] BWBR0009950 art.11a.3 <-> 32024R1689 art.76 -- NOT_A_CONFLICT
  [2061/3022] BWBR0009950 art.11a.3 <-> 32022R2554 art.39 -- NOT_A_CONFLICT
  [2062/3022] BWBR0051796 art.2 <-> 32024R1689 art.76 -- NOT_A_CONFLICT
  [2063/3022] BWBR0051796 art.5 <-> BWBR0051796 art.8 -- NOT_A_CONFLICT
